Episode,RL_Agent,Bot 80/20,Bot 1/3,Bot Honest,Bot 60/40,Epsilon
38000,0.80,50.22,36.32,77.54,30.89,0.010000
38500,2.60,42.17,42.15,78.63,32.57,0.010000
39000,1.00,41.15,39.92,78.28,34.67,0.010000
39500,0.40,43.19,42.74,82.35,32.84,0.010000
40000,0.80,43.53,45.23,75.72,35.25,0.010000
40500,0.40,44.15,40.59,76.28,37.04,0.010000
41000,0.20,46.90,42.86,75.37,32.30,0.010000
41500,0.20,45.34,37.50,75.67,39.59,0.010000
42000,0.40,43.90,40.91,77.37,37.60,0.010000
42500,0.60,43.19,38.30,78.12,36.90,0.010000
43000,0.20,42.74,41.87,79.67,35.96,0.010000
43500,0.60,48.15,39.25,80.89,34.46,0.010000
44000,0.80,45.93,39.50,77.82,34.84,0.010000
44500,1.60,49.41,40.65,77.73,33.20,0.010000
45000,2.20,45.59,36.55,80.31,31.58,0.010000
45500,2.80,46.96,32.83,81.03,33.19,0.010000
46000,2.40,45.53,34.24,81.71,31.88,0.010000
46500,1.60,40.66,39.54,82.95,31.51,0.010000
47000,2.00,50.00,41.10,74.02,30.71,0.010000
47500,1.60,44.73,39.15,82.82,27.57,0.010000
48000,2.20,43.60,39.18,79.60,31.90,0.010000
48500,1.60,42.60,42.65,75.57,33.33,0.010000
49000,1.00,44.76,36.55,81.71,33.74,0.010000
49500,1.00,42.24,43.03,80.08,34.78,0.010000
50000,0.40,43.14,42.00,80.89,33.33,0.010000
