Episode,RL_Agent,Bot 80/20,Bot 1/3,Bot Honest,Bot 60/40,Epsilon
49000,0.20,47.48,38.91,76.65,39.08,0.010000
49500,0.20,45.67,36.89,79.54,35.80,0.010000
50000,0.00,42.35,41.22,78.26,40.97,0.010000
50500,0.00,41.15,39.62,74.90,42.79,0.010000
51000,0.00,47.04,38.58,81.25,34.78,0.010000
51500,0.00,42.63,39.39,75.58,41.41,0.010000
52000,0.00,47.92,42.02,72.06,38.00,0.010000
52500,0.00,42.80,37.71,76.89,40.53,0.010000
53000,0.00,45.25,38.29,75.09,40.00,0.010000
53500,0.00,44.77,38.29,81.97,38.22,0.010000
54000,0.00,46.85,44.67,72.69,34.30,0.010000
54500,0.00,45.08,40.25,76.86,37.31,0.010000
55000,0.00,43.50,38.59,79.17,40.29,0.010000
55500,0.00,46.12,40.64,75.29,36.21,0.010000
56000,0.00,46.67,39.81,78.28,32.96,0.010000
56500,0.00,44.15,39.53,73.22,44.44,0.010000
57000,0.00,45.59,40.49,73.99,43.02,0.010000
57500,0.00,46.21,39.08,76.04,42.70,0.010000
58000,0.00,42.65,41.03,74.80,41.39,0.010000
58500,0.00,46.01,36.45,73.26,40.40,0.010000
59000,0.00,46.18,43.09,75.41,36.40,0.010000
59500,0.00,40.52,41.31,76.08,41.44,0.010000
60000,0.00,47.95,34.47,77.69,38.31,0.010000
60500,0.00,45.70,42.05,75.81,41.13,0.010000
61000,0.00,43.13,39.68,77.78,40.32,0.010000
61500,0.00,44.83,34.82,78.26,38.37,0.010000
62000,0.00,45.88,45.57,73.33,33.62,0.010000
62500,0.00,49.39,42.19,70.63,37.65,0.010000
63000,0.00,43.24,35.00,79.84,41.89,0.010000
63500,0.00,40.53,43.83,76.59,38.96,0.010000
64000,0.00,46.72,40.30,79.25,39.47,0.010000
64500,0.00,42.23,41.20,82.40,31.95,0.010000
65000,0.00,45.69,38.84,72.80,40.87,0.010000
65500,0.00,43.36,39.74,79.84,37.40,0.010000
66000,0.00,42.97,40.70,74.26,43.75,0.010000
66500,0.00,42.80,41.51,75.73,41.50,0.010000
67000,0.00,47.43,39.53,73.23,39.17,0.010000
67500,0.00,46.06,36.51,75.47,39.92,0.010000
68000,0.00,51.69,34.80,77.38,36.82,0.010000
68500,0.00,43.08,41.94,76.19,41.38,0.010000
69000,0.00,45.38,39.93,74.02,39.91,0.010000
69500,0.00,46.80,39.39,77.59,38.98,0.010000
70000,0.00,41.22,42.62,80.60,38.66,0.010000
70500,0.00,46.03,43.32,74.59,36.96,0.010000
71000,0.00,38.11,41.37,78.88,41.41,0.010000
71500,0.00,44.00,37.97,73.55,40.93,0.010000
72000,0.00,43.20,41.42,78.10,38.33,0.010000
72500,0.00,44.19,40.26,74.90,40.91,0.010000
73000,0.00,43.75,40.43,76.03,40.64,0.010000
73500,0.00,41.86,41.42,78.12,37.65,0.010000
74000,0.00,38.72,39.33,82.63,41.60,0.010000
74500,0.00,38.63,43.27,77.43,39.62,0.010000
75000,0.00,43.61,42.04,76.98,34.38,0.010000
75500,0.00,46.59,42.17,71.26,38.37,0.010000
76000,0.00,48.57,38.10,77.95,33.33,0.010000
76500,0.00,45.98,40.39,73.53,41.46,0.010000
77000,0.00,45.04,40.54,77.12,39.09,0.010000
77500,0.00,46.15,41.30,74.39,34.47,0.010000
78000,0.00,46.69,40.65,75.00,37.11,0.010000
78500,0.00,44.23,41.95,76.67,38.64,0.010000
79000,0.00,45.00,40.23,78.84,37.55,0.010000
79500,0.00,47.48,44.91,74.32,32.08,0.010000
80000,0.00,43.30,40.68,76.71,39.21,0.010000
80500,0.00,47.98,35.36,75.38,40.40,0.010000
81000,0.00,43.05,38.61,76.69,39.68,0.010000
81500,0.00,44.88,42.15,76.13,37.93,0.010000
82000,0.00,45.17,41.43,78.82,33.19,0.010000
82500,0.00,44.26,40.31,77.73,37.05,0.010000
83000,0.00,46.29,37.45,78.14,39.30,0.010000
83500,0.00,43.93,40.07,75.30,41.30,0.010000
84000,0.00,42.69,41.67,73.98,42.13,0.010000
84500,0.00,45.35,38.49,77.87,39.02,0.010000
85000,0.00,42.17,38.84,78.33,38.62,0.010000
85500,0.00,42.91,40.82,77.73,39.08,0.010000
86000,0.00,43.78,39.53,76.89,38.00,0.010000
86500,0.00,44.44,39.48,81.90,37.40,0.010000
87000,0.00,42.67,38.04,79.69,38.22,0.010000
87500,0.00,41.42,39.30,80.17,40.34,0.010000
88000,0.00,47.22,39.02,74.49,39.61,0.010000
88500,0.00,45.59,43.72,76.10,34.02,0.010000
89000,0.00,46.77,37.83,74.90,41.74,0.010000
89500,0.00,42.57,38.06,77.32,39.15,0.010000
90000,0.00,46.56,35.68,81.38,36.98,0.010000
90500,0.00,45.34,36.29,80.16,37.45,0.010000
91000,0.00,45.42,37.96,78.71,36.11,0.010000
91500,0.00,47.66,38.46,76.60,34.48,0.010000
92000,0.00,44.00,38.29,82.17,38.50,0.010000
92500,0.00,40.34,42.59,78.28,39.61,0.010000
93000,0.00,47.67,41.56,72.58,38.25,0.010000
93500,0.00,50.21,38.98,72.45,37.10,0.010000
94000,0.00,48.82,41.22,75.32,37.41,0.010000
94500,0.00,42.75,41.03,75.11,42.69,0.010000
95000,0.00,42.28,42.68,76.11,39.55,0.010000
95500,0.00,40.77,39.62,80.58,40.38,0.010000
96000,0.00,41.60,45.68,79.91,34.45,0.010000
96500,0.00,48.59,42.54,77.31,33.06,0.010000
97000,0.00,48.76,39.67,74.52,36.19,0.010000
97500,0.00,47.98,44.83,78.76,32.45,0.010000
98000,0.00,47.06,41.96,75.98,37.39,0.010000
98500,0.00,45.45,40.84,74.80,39.04,0.010000
99000,0.00,43.39,37.83,75.27,39.92,0.010000
99500,0.00,46.33,38.36,71.31,43.41,0.010000
100000,0.00,42.47,43.32,79.84,34.55,0.010000
