Episode,RL_Agent,Bot 80/20,Bot 1/3,Bot Honest,Bot 60/40,Epsilon
18500,3.00,42.59,26.58,84.73,32.50,0.010000
19000,4.60,47.67,33.83,82.63,27.50,0.010000
19500,6.40,43.36,34.75,84.86,21.79,0.010000
20000,5.40,46.38,35.40,81.93,27.27,0.010000
20500,8.60,40.08,33.33,83.27,23.71,0.010000
21000,7.20,42.11,33.84,80.82,28.98,0.010000
21500,7.40,40.95,32.10,84.05,31.32,0.010000
22000,5.20,45.31,33.58,83.04,30.92,0.010000
22500,8.20,44.32,31.09,85.71,23.46,0.010000
23000,7.00,40.00,30.99,85.27,27.64,0.010000
23500,6.80,41.15,28.02,85.40,25.93,0.010000
24000,8.60,44.44,32.70,85.20,25.69,0.010000
24500,7.80,43.75,31.91,85.17,25.50,0.010000
25000,5.80,44.31,31.88,84.56,25.19,0.010000
25500,4.80,43.73,33.20,81.42,30.77,0.010000
26000,5.40,43.98,34.75,83.47,28.68,0.010000
26500,4.60,43.03,35.71,83.40,24.55,0.010000
27000,4.20,35.09,30.86,84.10,34.55,0.010000
27500,2.00,45.09,31.36,79.32,34.31,0.010000
28000,5.00,49.44,27.62,82.63,30.08,0.010000
28500,6.00,50.00,30.77,83.82,26.19,0.010000
29000,6.80,38.91,31.58,83.40,30.86,0.010000
29500,7.40,44.07,29.46,83.14,26.72,0.010000
30000,5.00,42.69,37.21,83.27,26.64,0.010000
30500,5.60,42.49,32.59,82.31,27.98,0.010000
31000,3.80,41.83,34.08,87.44,32.39,0.010000
31500,4.60,42.28,31.60,85.83,29.20,0.010000
32000,5.20,43.18,27.38,84.17,33.09,0.010000
32500,4.20,41.84,31.18,79.86,31.63,0.010000
33000,4.00,43.91,36.36,87.22,27.69,0.010000
33500,5.00,45.38,33.47,83.67,25.41,0.010000
34000,5.40,43.20,32.94,80.77,33.33,0.010000
34500,4.00,42.26,30.00,83.71,32.91,0.010000
35000,3.40,44.05,31.36,82.56,25.51,0.010000
35500,3.00,50.00,28.74,80.47,32.90,0.010000
36000,5.80,45.91,31.30,86.24,30.42,0.010000
36500,6.20,45.31,34.85,86.02,22.95,0.010000
37000,3.60,44.88,35.04,82.99,29.48,0.010000
37500,1.60,46.06,34.96,84.35,28.14,0.010000
38000,4.60,42.51,33.47,83.79,28.63,0.010000
38500,3.40,47.04,35.94,85.53,24.69,0.010000
39000,3.80,39.50,36.43,87.15,27.05,0.010000
39500,4.60,49.44,30.93,84.10,26.74,0.010000
40000,4.00,44.31,31.50,89.29,25.40,0.010000
40500,4.80,44.23,38.20,80.57,26.92,0.010000
41000,5.00,49.10,31.33,82.28,27.00,0.010000
41500,4.40,42.69,31.75,85.49,28.33,0.010000
42000,4.20,41.13,33.19,83.94,32.49,0.010000
42500,3.00,47.73,31.58,83.81,30.27,0.010000
43000,4.20,45.42,34.32,83.62,28.12,0.010000
43500,6.40,40.23,29.96,84.77,32.38,0.010000
44000,4.20,42.92,32.54,82.69,30.98,0.010000
44500,9.40,40.30,34.75,83.67,20.82,0.010000
45000,7.60,45.18,30.40,82.28,24.63,0.010000
45500,6.00,46.54,31.62,79.70,23.83,0.010000
46000,6.00,41.70,33.06,84.92,25.53,0.010000
46500,4.80,47.64,30.11,85.08,27.20,0.010000
47000,5.00,46.53,33.20,82.81,25.51,0.010000
47500,5.40,41.30,31.17,85.44,26.94,0.010000
48000,4.20,41.20,32.79,85.55,27.53,0.010000
48500,4.60,47.31,35.09,80.82,27.72,0.010000
49000,5.40,45.82,35.11,86.03,25.58,0.010000
49500,3.80,48.99,29.39,85.48,26.34,0.010000
50000,5.60,48.16,30.71,87.71,23.81,0.010000
