Episode,RL_Agent,Bot 80/20,Bot 1/3,Bot Honest,Bot 60/40,Epsilon
41500,9.80,38.43,34.55,81.38,24.78,0.010000
42000,12.60,47.03,24.03,74.10,30.20,0.010000
42500,10.00,42.34,36.61,76.21,26.09,0.010000
43000,9.20,41.05,31.10,76.69,29.88,0.010000
43500,8.20,46.72,30.29,76.47,27.76,0.010000
44000,10.20,46.79,27.34,76.06,29.96,0.010000
44500,9.20,46.48,30.16,71.77,32.79,0.010000
45000,10.20,41.67,30.54,75.49,30.00,0.010000
45500,11.20,42.63,32.54,74.69,28.52,0.010000
46000,10.40,47.86,27.31,77.74,24.21,0.010000
46500,11.60,44.40,33.59,73.66,20.00,0.010000
47000,9.20,41.54,36.99,73.68,29.15,0.010000
47500,11.60,46.92,35.08,68.10,28.85,0.010000
48000,11.00,45.42,26.40,75.53,32.27,0.010000
48500,12.80,43.21,29.27,70.20,30.86,0.010000
49000,10.40,40.86,31.84,78.76,25.10,0.010000
49500,7.00,50.21,31.50,76.35,29.92,0.010000
50000,11.80,47.33,29.96,71.76,24.05,0.010000
