Episode,RL_Agent,Bot Honest,Bot Challenger,Epsilon
33500,0.00,90.60,9.40,0.522589
34000,0.00,92.20,7.80,0.517595
34500,0.00,92.40,7.60,0.512650
35000,0.00,91.60,8.40,0.507699
35500,0.00,93.00,7.00,0.502866
36000,0.00,91.60,8.40,0.498072
36500,0.00,92.80,7.20,0.493355
37000,0.00,92.00,8.00,0.488663
37500,0.00,92.60,7.40,0.483962
38000,0.00,92.00,8.00,0.479362
38500,0.00,91.80,8.20,0.474714
39000,0.00,93.20,6.80,0.470222
39500,0.00,91.20,8.80,0.465718
40000,0.00,92.60,7.40,0.461271
40500,0.00,91.60,8.40,0.456919
41000,0.00,92.20,7.80,0.452563
41500,0.00,94.60,5.40,0.448331
42000,0.00,93.20,6.80,0.444111
42500,0.00,94.80,5.20,0.439922
43000,0.00,90.80,9.20,0.435714
43500,0.00,93.60,6.40,0.431607
44000,0.00,93.20,6.80,0.427567
44500,0.00,95.20,4.80,0.423502
45000,0.00,93.60,6.40,0.419509
45500,0.00,95.20,4.80,0.415568
46000,0.00,93.60,6.40,0.411660
46500,0.00,93.80,6.20,0.407734
47000,0.00,95.40,4.60,0.403954
47500,0.00,94.00,6.00,0.400136
48000,0.00,94.40,5.60,0.396358
48500,0.00,95.40,4.60,0.392640
49000,0.00,95.00,5.00,0.388944
49500,0.00,95.20,4.80,0.385235
50000,0.00,94.20,5.80,0.381605
50500,0.00,94.80,5.20,0.378085
51000,0.00,95.40,4.60,0.374522
51500,0.00,96.40,3.60,0.371056
52000,0.00,95.00,5.00,0.367594
52500,0.00,94.80,5.20,0.364155
53000,0.00,94.00,6.00,0.360699
53500,0.00,95.40,4.60,0.357324
54000,0.00,94.80,5.20,0.353976
54500,0.00,94.80,5.20,0.350667
55000,0.00,96.20,3.80,0.347372
55500,0.00,96.80,3.20,0.344064
56000,0.00,95.40,4.60,0.340830
56500,0.00,96.60,3.40,0.337594
57000,0.00,96.20,3.80,0.334441
57500,0.00,97.80,2.20,0.331288
58000,0.00,96.80,3.20,0.328170
58500,0.00,94.60,5.40,0.325072
59000,0.00,96.80,3.20,0.322090
59500,0.00,96.60,3.40,0.319034
60000,0.00,95.40,4.60,0.316035
60500,0.00,96.40,3.60,0.313038
61000,0.00,95.60,4.40,0.310073
61500,0.00,95.80,4.20,0.307093
62000,0.00,95.40,4.60,0.304194
62500,0.00,96.20,3.80,0.301282
63000,0.00,96.40,3.60,0.298426
63500,0.00,97.80,2.20,0.295602
64000,0.00,96.20,3.80,0.292834
64500,0.00,97.60,2.40,0.290055
65000,0.00,96.60,3.40,0.287267
65500,0.00,97.80,2.20,0.284501
66000,0.00,96.00,4.00,0.281779
66500,0.00,97.20,2.80,0.279087
67000,0.00,96.40,3.60,0.276463
67500,0.00,97.20,2.80,0.273825
68000,0.00,96.20,3.80,0.271198
68500,0.00,97.40,2.60,0.268602
69000,0.00,97.60,2.40,0.266038
69500,0.00,95.20,4.80,0.263469
70000,0.00,96.80,3.20,0.260935
70500,0.00,97.00,3.00,0.258431
71000,0.00,98.00,2.00,0.255919
71500,0.00,96.60,3.40,0.253428
72000,0.00,97.20,2.80,0.251007
72500,0.00,96.40,3.60,0.248583
73000,0.00,96.80,3.20,0.246172
73500,0.00,96.80,3.20,0.243753
74000,0.00,97.20,2.80,0.241387
74500,0.00,96.80,3.20,0.239007
75000,0.00,97.60,2.40,0.236703
75500,0.00,97.00,3.00,0.234409
76000,0.00,96.00,4.00,0.232113
76500,0.00,97.60,2.40,0.229884
77000,0.00,97.60,2.40,0.227632
77500,0.00,98.60,1.40,0.225427
78000,0.00,97.80,2.20,0.223260
78500,0.00,96.40,3.60,0.221084
79000,0.00,98.00,2.00,0.218934
79500,0.00,96.60,3.40,0.216775
80000,0.00,98.40,1.60,0.214630
80500,0.00,98.20,1.80,0.212523
81000,0.00,96.60,3.40,0.210452
81500,0.00,98.60,1.40,0.208357
82000,0.00,96.60,3.40,0.206331
82500,0.00,98.40,1.60,0.204293
83000,0.00,98.20,1.80,0.202282
83500,0.00,98.60,1.40,0.200288
84000,0.00,97.60,2.40,0.198303
84500,0.00,97.60,2.40,0.196355
85000,0.00,98.00,2.00,0.194387
85500,0.00,98.20,1.80,0.192484
86000,0.00,98.80,1.20,0.190612
86500,0.00,98.80,1.20,0.188717
87000,0.00,97.80,2.20,0.186840
87500,0.00,97.60,2.40,0.184991
88000,0.00,98.00,2.00,0.183157
88500,0.00,98.80,1.20,0.181352
89000,0.00,98.20,1.80,0.179577
89500,0.00,99.20,0.80,0.177805
90000,0.00,98.60,1.40,0.176052
90500,0.00,98.20,1.80,0.174284
91000,0.00,98.00,2.00,0.172544
91500,0.00,97.80,2.20,0.170778
92000,0.00,97.40,2.60,0.169050
92500,0.00,98.20,1.80,0.167345
93000,0.00,99.40,0.60,0.165665
93500,0.00,98.40,1.60,0.163997
94000,0.00,98.60,1.40,0.162347
94500,0.00,98.20,1.80,0.160693
95000,0.00,98.80,1.20,0.159062
95500,0.00,98.80,1.20,0.157418
96000,0.00,98.80,1.20,0.155813
96500,0.00,97.60,2.40,0.154190
97000,0.00,98.40,1.60,0.152601
97500,0.00,98.80,1.20,0.150998
98000,0.00,98.60,1.40,0.149461
98500,0.00,98.80,1.20,0.147922
99000,0.00,98.40,1.60,0.146390
99500,0.00,98.60,1.40,0.144870
100000,0.00,98.20,1.80,0.143345
100500,0.00,98.80,1.20,0.141844
101000,0.00,99.20,0.80,0.140352
101500,0.00,98.00,2.00,0.138889
102000,0.00,98.80,1.20,0.137435
102500,0.00,98.00,2.00,0.135975
103000,0.00,99.60,0.40,0.134528
103500,0.00,98.60,1.40,0.133097
104000,0.00,99.20,0.80,0.131695
104500,0.00,99.20,0.80,0.130282
105000,0.00,98.40,1.60,0.128895
105500,0.00,99.20,0.80,0.127507
106000,0.00,99.00,1.00,0.126143
106500,0.00,99.00,1.00,0.124778
107000,0.00,99.40,0.60,0.123430
107500,0.00,99.40,0.60,0.122095
108000,0.00,98.60,1.40,0.120780
108500,0.00,99.40,0.60,0.119453
109000,0.00,99.60,0.40,0.118158
109500,0.00,99.60,0.40,0.116868
110000,0.00,99.20,0.80,0.115600
110500,0.00,98.80,1.20,0.114317
111000,0.00,99.00,1.00,0.113069
111500,0.00,99.20,0.80,0.111838
112000,0.00,98.60,1.40,0.110599
112500,0.00,99.80,0.20,0.109373
113000,0.00,99.60,0.40,0.108175
113500,0.00,98.20,1.80,0.106973
114000,0.00,99.20,0.80,0.105774
114500,0.00,99.40,0.60,0.104604
115000,0.00,99.60,0.40,0.103438
115500,0.00,99.60,0.40,0.102271
116000,0.00,99.60,0.40,0.101096
116500,0.00,99.40,0.60,0.099960
117000,0.00,99.40,0.60,0.098835
117500,0.00,99.60,0.40,0.097729
118000,0.00,99.20,0.80,0.096617
118500,0.00,99.20,0.80,0.095517
119000,0.00,99.20,0.80,0.094414
119500,0.00,99.60,0.40,0.093331
120000,0.00,99.80,0.20,0.092226
120500,0.00,99.40,0.60,0.091169
121000,0.00,99.60,0.40,0.090113
121500,0.00,99.60,0.40,0.089060
122000,0.00,99.60,0.40,0.088036
122500,0.00,99.40,0.60,0.086977
123000,0.00,99.40,0.60,0.085930
123500,0.00,99.80,0.20,0.084914
124000,0.00,99.00,1.00,0.083906
124500,0.00,99.40,0.60,0.082898
125000,0.00,99.80,0.20,0.081933
125500,0.00,99.80,0.20,0.080947
126000,0.00,99.60,0.40,0.079994
126500,0.00,98.80,1.20,0.079018
127000,0.00,99.00,1.00,0.078080
127500,0.00,99.40,0.60,0.077141
128000,0.00,99.60,0.40,0.076206
128500,0.00,99.60,0.40,0.075286
129000,0.00,99.60,0.40,0.074341
129500,0.00,99.40,0.60,0.073416
130000,0.40,99.20,0.40,0.072494
130500,0.00,99.60,0.40,0.071576
131000,0.00,99.20,0.80,0.070659
131500,0.00,99.80,0.20,0.069769
132000,0.40,99.40,0.20,0.068904
132500,0.00,99.40,0.60,0.068020
133000,0.00,99.60,0.40,0.067150
133500,0.00,99.40,0.60,0.066291
134000,0.20,99.20,0.60,0.065425
134500,0.40,99.60,0.00,0.064570
135000,0.80,99.20,0.00,0.063753
135500,0.60,99.00,0.40,0.062926
136000,0.40,99.20,0.40,0.062095
136500,0.20,99.60,0.20,0.061282
137000,0.00,99.60,0.40,0.060492
137500,0.20,99.60,0.20,0.059679
138000,2.40,97.20,0.40,0.058894
138500,2.60,97.00,0.40,0.058126
139000,4.20,95.60,0.20,0.057395
139500,9.60,90.00,0.40,0.056681
140000,6.80,93.00,0.20,0.055984
140500,4.80,95.20,0.00,0.055263
141000,6.20,93.60,0.20,0.054544
141500,10.40,89.40,0.20,0.053843
142000,12.00,87.40,0.60,0.053167
142500,9.20,90.80,0.00,0.052495
143000,10.80,89.20,0.00,0.051841
143500,7.00,93.00,0.00,0.051192
144000,21.00,79.00,0.00,0.050576
144500,8.00,91.60,0.40,0.049938
145000,12.20,87.60,0.20,0.049312
145500,15.80,84.00,0.20,0.048710
146000,14.60,85.20,0.20,0.048109
146500,12.80,87.00,0.20,0.047535
147000,10.20,89.60,0.20,0.046949
147500,10.80,89.20,0.00,0.046373
148000,10.40,89.20,0.40,0.045795
148500,6.00,93.80,0.20,0.045201
149000,6.00,94.00,0.00,0.044616
149500,7.60,91.80,0.60,0.044037
150000,9.80,90.20,0.00,0.043469
