Episode,RL_Agent,Bot Honest,Bot Challenger,Epsilon
344500,0.00,1.00,98.80,0.041956
345000,0.00,1.20,97.00,0.041921
345500,0.00,1.60,97.80,0.041889
346000,0.00,1.80,96.20,0.041855
346500,0.00,2.00,97.20,0.041822
347000,0.00,1.00,98.60,0.041789
347500,0.00,1.00,97.40,0.041754
348000,0.00,1.00,98.40,0.041721
348500,0.00,1.20,98.20,0.041688
349000,0.00,1.00,98.00,0.041655
349500,0.00,0.60,98.40,0.041622
350000,0.00,0.60,98.60,0.041589
350500,0.00,0.60,98.20,0.041556
351000,0.00,1.80,97.40,0.041523
351500,0.00,1.00,97.40,0.041489
352000,0.00,1.00,97.40,0.041455
352500,0.00,1.40,97.20,0.041421
353000,0.00,1.20,97.80,0.041388
353500,0.00,0.60,99.20,0.041357
354000,0.00,0.60,96.80,0.041321
354500,0.00,0.60,98.60,0.041289
355000,0.00,1.80,97.40,0.041255
355500,0.00,2.20,96.20,0.041222
356000,0.00,1.20,98.20,0.041190
356500,0.00,1.40,97.00,0.041156
357000,0.00,2.00,96.40,0.041123
357500,0.00,1.00,98.40,0.041092
358000,0.00,1.00,98.40,0.041059
358500,0.00,1.20,97.80,0.041026
359000,0.00,0.80,97.80,0.040993
359500,0.00,1.40,97.80,0.040960
360000,0.00,0.60,98.20,0.040927
360500,0.00,1.00,97.60,0.040894
361000,0.00,1.00,98.00,0.040861
361500,0.00,1.00,97.20,0.040828
362000,0.00,0.60,98.00,0.040794
362500,0.00,2.20,97.00,0.040762
363000,0.00,1.00,98.00,0.040728
363500,0.00,1.00,98.40,0.040696
364000,0.00,1.40,97.80,0.040664
364500,0.00,1.60,96.40,0.040631
365000,0.00,1.40,97.60,0.040598
365500,0.00,1.00,97.00,0.040564
366000,0.00,2.40,95.80,0.040530
366500,0.00,0.60,98.60,0.040498
367000,0.00,1.20,98.20,0.040466
367500,0.00,1.40,97.40,0.040433
368000,0.00,0.60,98.80,0.040402
368500,0.00,1.80,97.20,0.040370
369000,0.00,1.00,98.00,0.040338
369500,0.00,0.00,98.80,0.040305
370000,0.00,0.80,97.20,0.040272
370500,0.00,1.00,97.60,0.040238
371000,0.00,1.80,97.20,0.040207
371500,0.00,0.00,97.80,0.040173
372000,0.00,1.20,96.80,0.040140
372500,0.00,1.00,98.20,0.040108
373000,0.00,1.00,98.00,0.040076
373500,0.00,1.60,98.00,0.040045
374000,0.00,0.20,98.40,0.040012
374500,0.00,0.80,98.00,0.039980
375000,0.00,1.80,97.20,0.039949
375500,0.00,0.80,98.40,0.039918
376000,0.00,1.00,98.00,0.039886
376500,0.00,0.60,98.60,0.039855
377000,0.00,0.40,97.80,0.039822
377500,0.00,1.00,97.80,0.039790
378000,0.00,1.20,97.40,0.039758
378500,0.00,1.20,97.80,0.039727
379000,0.00,0.80,98.40,0.039696
379500,0.00,0.60,98.40,0.039664
380000,0.00,1.60,96.60,0.039630
380500,0.00,0.40,97.60,0.039597
381000,0.00,1.00,97.40,0.039565
381500,0.00,0.60,97.80,0.039534
382000,0.00,0.60,97.60,0.039501
382500,0.00,1.40,97.40,0.039469
383000,0.00,1.00,98.40,0.039438
383500,0.00,0.40,98.60,0.039407
384000,0.00,1.20,97.40,0.039374
384500,0.00,1.00,98.20,0.039343
385000,0.00,1.40,98.20,0.039314
385500,0.00,1.00,98.00,0.039283
386000,0.00,1.00,97.60,0.039251
386500,0.00,1.60,97.60,0.039221
387000,0.00,0.80,97.40,0.039189
387500,0.00,0.80,97.40,0.039155
388000,0.00,1.60,97.40,0.039124
388500,0.00,1.00,98.00,0.039093
389000,0.00,1.60,97.20,0.039062
389500,0.00,0.40,98.80,0.039032
390000,0.00,0.80,98.00,0.039002
390500,0.00,0.20,97.80,0.038970
391000,0.00,0.80,97.80,0.038939
391500,0.00,1.00,98.20,0.038908
392000,0.00,0.80,98.40,0.038878
392500,0.00,0.40,98.40,0.038847
393000,0.00,1.20,98.00,0.038817
393500,0.00,1.00,97.60,0.038785
394000,0.00,1.40,96.80,0.038753
394500,0.00,0.80,98.00,0.038721
395000,0.00,1.80,96.80,0.038690
395500,0.00,0.80,98.40,0.038660
396000,0.00,0.20,99.20,0.038631
396500,0.00,1.40,96.40,0.038599
397000,0.00,1.20,97.60,0.038567
397500,0.00,2.00,97.20,0.038538
398000,0.00,1.60,97.60,0.038508
398500,0.00,0.60,97.40,0.038476
399000,0.00,1.40,97.00,0.038445
399500,0.00,1.40,97.40,0.038415
400000,0.00,0.20,98.60,0.038384
