Episode,RL_Agent,Bot 80/20,Bot 1/3,Bot Honest,Bot 60/40,Epsilon
69500,0.40,52.65,35.46,75.83,35.92,0.010000
70000,0.20,37.55,41.43,84.23,33.61,0.010000
70500,0.00,53.95,33.07,75.58,36.92,0.010000
71000,0.40,48.02,36.86,80.89,34.93,0.010000
71500,0.00,45.90,35.58,84.21,34.71,0.010000
72000,0.20,49.59,38.98,78.16,30.86,0.010000
72500,0.20,50.61,37.93,79.75,33.46,0.010000
73000,0.40,52.89,37.74,80.00,30.62,0.010000
73500,0.20,46.22,33.74,82.26,36.82,0.010000
74000,0.00,49.46,37.45,82.14,33.97,0.010000
74500,0.00,47.17,33.47,84.68,36.47,0.010000
75000,0.20,48.00,33.88,83.14,33.20,0.010000
75500,0.00,54.39,34.46,76.06,33.62,0.010000
76000,0.20,46.85,42.41,75.60,34.32,0.010000
76500,0.20,44.65,40.08,75.00,33.76,0.010000
77000,0.40,53.17,34.89,82.11,34.52,0.010000
77500,0.60,44.49,38.40,79.67,35.77,0.010000
78000,0.00,49.37,36.78,83.97,32.98,0.010000
78500,0.60,53.97,33.21,78.04,31.96,0.010000
79000,0.00,54.36,35.77,78.54,32.33,0.010000
79500,0.40,52.63,37.45,82.79,28.20,0.010000
80000,0.00,47.76,37.55,76.80,37.14,0.010000
80500,0.00,50.37,37.55,80.62,32.66,0.010000
81000,0.60,52.36,38.93,80.23,27.17,0.010000
81500,0.00,49.40,37.80,76.11,36.33,0.010000
82000,0.20,44.49,37.85,81.30,36.14,0.010000
82500,0.60,49.41,33.61,76.21,35.90,0.010000
83000,0.40,51.06,36.84,75.59,35.23,0.010000
83500,0.00,44.44,37.00,80.30,34.31,0.010000
84000,0.00,48.42,36.94,82.44,30.12,0.010000
84500,0.40,52.61,33.20,81.07,34.70,0.010000
