Episode,RL_Agent,Bot 80/20,Bot 1/3,Bot Honest,Bot 60/40,Epsilon
22500,0.00,49.17,36.26,80.69,37.36,0.064298
23000,0.00,53.36,36.78,74.90,34.65,0.060879
23500,0.00,51.89,37.74,78.00,30.77,0.057718
24000,0.00,47.24,39.85,79.92,33.61,0.054654
24500,0.00,49.82,35.60,80.63,37.55,0.051631
25000,0.00,47.91,35.18,75.97,43.03,0.048918
25500,0.00,45.56,37.50,77.57,36.97,0.046425
26000,0.00,53.31,39.92,73.49,34.10,0.043936
26500,0.00,49.18,40.08,79.30,35.58,0.041597
27000,0.00,47.92,34.03,77.78,40.55,0.039385
27500,0.00,46.25,37.40,74.63,38.43,0.037295
28000,0.00,51.01,39.00,73.75,35.18,0.035326
28500,0.00,47.83,36.07,76.08,39.11,0.033434
29000,0.00,46.64,40.78,75.98,38.63,0.031644
29500,0.00,49.78,40.08,75.69,35.25,0.029973
30000,0.00,50.58,39.44,77.27,37.04,0.028397
30500,0.00,44.83,39.60,78.04,37.26,0.026885
31000,0.00,52.26,33.73,75.30,37.66,0.025481
31500,0.00,49.58,37.88,74.62,36.86,0.024150
32000,0.00,52.11,38.89,76.19,35.16,0.022879
32500,0.00,46.18,38.52,76.05,36.80,0.021697
33000,0.00,52.09,37.50,72.73,38.02,0.020559
33500,0.00,48.09,41.13,75.00,34.87,0.019448
34000,0.00,50.00,40.38,74.62,33.19,0.018457
34500,0.00,51.95,39.84,70.99,35.17,0.017523
35000,0.00,45.53,44.92,73.86,36.96,0.016604
35500,0.00,49.80,41.18,79.45,35.13,0.015726
36000,0.00,50.20,39.60,76.42,37.32,0.014891
36500,0.00,49.60,40.08,74.40,36.08,0.014135
37000,0.00,47.56,38.89,75.70,32.63,0.013417
37500,0.00,51.00,37.35,75.81,36.22,0.012722
38000,0.00,48.73,37.35,79.83,34.87,0.012074
38500,0.00,49.03,37.50,76.10,36.75,0.011451
39000,0.00,46.42,37.19,77.45,40.70,0.010880
39500,0.00,46.05,36.54,76.81,37.75,0.010340
40000,0.00,47.77,35.08,77.90,36.55,0.010000
40500,0.00,50.00,39.84,75.76,36.72,0.010000
41000,0.00,44.53,41.45,76.45,33.74,0.010000
41500,0.00,52.12,36.12,78.97,33.33,0.010000
42000,0.00,49.01,39.18,75.21,38.26,0.010000
42500,0.00,46.52,41.38,74.07,38.49,0.010000
43000,0.00,46.61,40.41,78.38,33.85,0.010000
43500,0.00,51.05,35.97,76.06,36.14,0.010000
44000,0.00,50.78,36.40,72.49,42.39,0.010000
44500,0.00,49.00,39.60,80.59,33.33,0.010000
45000,0.00,45.14,38.24,75.47,38.75,0.010000
45500,0.00,47.58,39.25,80.97,33.72,0.010000
46000,0.00,48.00,39.57,74.60,37.64,0.010000
46500,0.00,49.36,35.06,75.28,37.45,0.010000
47000,0.00,47.24,41.03,74.52,35.34,0.010000
47500,0.00,44.12,38.15,77.01,37.24,0.010000
48000,0.00,44.40,43.57,76.34,34.38,0.010000
48500,0.00,49.61,36.96,77.16,38.74,0.010000
49000,0.00,47.71,39.43,78.69,34.68,0.010000
49500,0.00,42.21,44.61,74.43,36.44,0.010000
50000,0.00,48.39,37.07,77.55,37.90,0.010000
50500,0.00,51.45,41.49,71.94,35.47,0.010000
51000,0.00,52.99,36.96,76.60,34.58,0.010000
51500,0.00,48.29,38.06,78.72,36.86,0.010000
52000,0.00,50.60,36.44,76.03,38.17,0.010000
52500,0.00,43.94,41.67,74.90,37.78,0.010000
53000,0.00,43.57,43.93,75.31,38.43,0.010000
53500,0.00,46.48,36.65,76.98,37.21,0.010000
54000,0.00,49.80,33.33,78.57,37.36,0.010000
54500,0.00,51.29,40.08,72.61,38.18,0.010000
55000,0.00,45.90,40.16,78.12,35.06,0.010000
55500,0.00,50.19,37.25,78.45,36.22,0.010000
56000,0.00,49.05,38.46,78.00,33.99,0.010000
56500,0.00,46.43,36.63,80.72,36.28,0.010000
57000,0.00,49.39,36.53,72.03,44.35,0.010000
57500,0.00,50.20,37.55,73.52,38.27,0.010000
58000,0.00,51.29,36.84,72.69,39.75,0.010000
58500,0.00,47.66,35.89,81.78,35.93,0.010000
59000,0.00,46.86,39.11,77.51,37.12,0.010000
59500,0.00,51.99,35.53,74.23,34.89,0.010000
60000,0.00,46.41,37.68,78.16,36.24,0.010000
60500,0.00,46.32,39.42,73.95,39.33,0.010000
61000,0.00,47.35,35.08,83.27,31.97,0.010000
61500,0.00,49.21,38.00,76.12,33.48,0.010000
62000,0.00,53.57,37.68,77.78,33.19,0.010000
62500,0.00,48.89,37.61,76.64,34.46,0.010000
63000,0.00,48.35,40.27,78.88,33.57,0.010000
63500,0.00,44.81,37.89,78.99,37.40,0.010000
64000,0.00,52.96,40.00,73.66,34.14,0.010000
64500,0.00,49.57,38.49,76.45,37.59,0.010000
65000,0.00,49.42,41.91,72.98,35.71,0.010000
65500,0.00,48.61,39.69,77.96,34.41,0.010000
66000,0.00,52.65,39.74,71.14,36.33,0.010000
66500,0.00,48.79,40.59,75.32,38.00,0.010000
67000,0.00,44.03,42.33,75.09,35.25,0.010000
67500,0.00,46.31,35.52,75.90,38.36,0.010000
68000,0.00,49.81,41.98,76.39,34.10,0.010000
68500,0.00,46.55,34.72,79.47,37.92,0.010000
69000,0.00,51.22,36.80,78.76,31.84,0.010000
69500,0.00,50.20,33.60,77.73,37.39,0.010000
70000,0.00,51.87,40.00,75.93,37.69,0.010000
70500,0.00,50.85,35.06,78.04,36.25,0.010000
71000,0.00,52.02,38.91,76.47,33.58,0.010000
71500,0.00,46.34,37.10,81.17,37.45,0.010000
72000,0.00,47.25,40.31,78.97,35.17,0.010000
72500,0.00,46.92,36.82,79.22,35.77,0.010000
73000,0.00,51.00,37.29,73.61,35.25,0.010000
73500,0.00,46.64,40.50,78.49,34.05,0.010000
74000,0.00,46.89,37.50,72.30,39.62,0.010000
74500,0.00,50.39,39.76,75.61,34.41,0.010000
75000,0.00,44.08,41.80,78.04,35.55,0.010000
75500,0.00,48.72,39.62,76.11,36.68,0.010000
76000,0.00,49.81,35.84,81.12,32.69,0.010000
76500,0.00,47.08,39.23,72.14,37.73,0.010000
77000,0.00,50.76,38.11,75.77,38.11,0.010000
77500,0.00,51.98,38.66,73.41,33.33,0.010000
78000,0.00,51.95,36.80,71.32,36.04,0.010000
78500,0.00,46.21,35.63,81.03,36.02,0.010000
79000,0.00,45.53,34.45,77.37,38.84,0.010000
79500,0.00,48.80,33.86,77.82,38.43,0.010000
80000,0.00,45.81,40.93,76.25,35.97,0.010000
80500,0.00,52.86,40.16,76.35,33.81,0.010000
81000,0.00,51.61,37.30,75.79,35.08,0.010000
81500,0.00,47.60,39.44,79.01,35.16,0.010000
82000,0.00,50.79,41.56,75.10,31.30,0.010000
82500,0.00,52.33,35.88,73.79,37.93,0.010000
83000,0.00,47.35,35.53,79.10,38.81,0.010000
83500,0.00,50.00,34.02,77.73,37.89,0.010000
84000,0.00,48.50,40.57,74.59,37.05,0.010000
84500,0.00,43.46,42.98,74.58,40.84,0.010000
85000,0.00,52.55,36.63,77.10,31.25,0.010000
85500,0.00,47.51,39.73,72.18,40.44,0.010000
86000,0.00,49.37,38.95,77.19,38.43,0.010000
86500,0.00,48.57,44.92,74.79,33.72,0.010000
87000,0.00,48.47,33.47,77.27,39.31,0.010000
87500,0.00,48.57,35.06,78.78,38.91,0.010000
88000,0.00,53.01,40.61,77.27,30.24,0.010000
88500,0.00,50.00,39.34,71.54,36.12,0.010000
89000,0.00,48.56,39.25,74.31,37.66,0.010000
89500,0.00,49.06,40.66,75.98,32.92,0.010000
90000,0.00,47.06,41.18,76.80,35.02,0.010000
90500,0.00,47.83,32.95,77.44,40.33,0.010000
91000,0.00,46.25,32.76,77.32,40.54,0.010000
91500,0.00,52.72,37.31,76.71,34.02,0.010000
92000,0.00,51.98,36.72,78.45,35.77,0.010000
92500,0.00,48.82,40.00,72.28,36.16,0.010000
93000,0.00,46.80,39.09,79.30,33.86,0.010000
93500,0.00,53.70,32.13,73.52,39.83,0.010000
94000,0.00,50.00,37.21,77.74,32.66,0.010000
94500,0.00,48.05,41.53,79.22,34.34,0.010000
95000,0.00,48.09,40.96,73.91,33.75,0.010000
95500,0.00,51.34,36.10,76.21,39.57,0.010000
96000,0.00,49.37,38.43,77.41,37.11,0.010000
96500,0.00,44.41,39.15,80.08,37.61,0.010000
97000,0.00,54.55,31.73,75.38,34.98,0.010000
97500,0.00,48.71,35.66,80.78,34.94,0.010000
98000,0.00,48.58,37.16,78.24,37.94,0.010000
98500,0.00,45.19,41.63,77.25,35.63,0.010000
99000,0.00,47.92,38.08,75.50,39.04,0.010000
99500,0.00,54.00,37.94,77.87,32.19,0.010000
100000,0.00,47.99,40.65,74.50,35.65,0.010000
