Episode,RL_Agent,Bot 80/20,Bot 1/3,Bot Honest,Bot 60/40,Epsilon
21000,11.60,35.45,42.35,70.51,30.04,0.010000
21500,16.20,34.77,38.78,72.06,22.22,0.010000
22000,13.80,34.38,37.35,74.51,25.74,0.010000
22500,12.40,32.55,40.08,71.16,28.22,0.010000
23000,10.40,41.44,38.70,75.21,25.21,0.010000
23500,13.80,35.54,40.84,70.16,25.40,0.010000
24000,9.00,37.50,37.60,72.88,35.71,0.010000
24500,10.60,43.03,40.56,74.26,24.07,0.010000
25000,9.80,43.78,39.69,68.18,26.09,0.010000
25500,13.40,36.74,40.00,72.36,23.67,0.010000
26000,13.60,38.63,34.22,75.48,22.63,0.010000
26500,12.20,33.71,45.00,69.04,27.85,0.010000
27000,16.00,31.87,40.25,71.14,25.95,0.010000
27500,15.20,38.22,35.60,72.61,24.00,0.010000
28000,15.20,33.33,36.40,75.29,20.92,0.010000
28500,13.60,42.67,36.05,73.03,18.11,0.010000
29000,16.20,33.20,35.45,73.71,24.58,0.010000
29500,14.40,37.25,35.56,71.15,25.77,0.010000
30000,10.40,34.96,42.45,71.59,27.11,0.010000
30500,10.60,36.43,40.43,71.26,29.48,0.010000
31000,11.80,36.10,39.61,70.82,28.74,0.010000
31500,11.40,37.35,39.02,74.22,24.90,0.010000
32000,16.20,33.61,40.15,72.17,24.54,0.010000
32500,15.80,35.42,33.20,73.68,23.48,0.010000
33000,16.00,34.16,36.32,70.29,23.48,0.010000
33500,15.80,36.67,42.05,66.93,22.04,0.010000
34000,14.80,40.00,35.29,71.05,22.59,0.010000
34500,13.80,36.75,34.94,73.54,31.29,0.010000
35000,20.40,34.82,32.43,71.56,24.54,0.010000
35500,18.00,32.54,33.96,73.33,24.58,0.010000
36000,16.20,37.96,33.60,73.05,21.54,0.010000
36500,18.80,34.44,36.68,71.66,17.86,0.010000
37000,15.00,34.13,36.14,73.22,28.46,0.010000
37500,13.80,38.15,36.55,73.79,23.77,0.010000
38000,16.20,39.24,32.13,72.44,23.46,0.010000
38500,15.00,31.98,40.38,74.41,21.76,0.010000
39000,14.40,37.40,36.03,72.73,27.16,0.010000
39500,12.20,35.66,32.00,77.31,28.02,0.010000
40000,11.00,34.75,40.15,77.78,24.90,0.010000
40500,16.60,34.54,32.00,78.95,20.52,0.010000
41000,16.00,33.72,35.51,72.34,29.01,0.010000
41500,15.00,33.85,39.62,76.86,23.11,0.010000
42000,16.80,39.55,30.43,76.19,22.18,0.010000
42500,20.00,31.39,37.08,72.61,20.52,0.010000
43000,14.40,34.50,40.68,79.39,20.32,0.010000
43500,15.80,28.94,35.42,75.79,26.45,0.010000
44000,15.20,32.11,37.66,75.88,23.68,0.010000
44500,14.40,35.29,36.71,70.91,24.40,0.010000
45000,14.80,35.62,40.23,69.60,20.60,0.010000
45500,20.60,29.71,35.10,73.05,20.38,0.010000
46000,17.60,31.28,37.01,75.00,20.24,0.010000
46500,13.80,34.68,39.92,74.90,22.05,0.010000
47000,14.00,33.07,41.99,73.58,25.28,0.010000
47500,14.40,37.65,39.36,73.00,18.67,0.010000
48000,14.40,32.95,36.43,76.47,22.71,0.010000
48500,13.80,38.22,42.02,72.85,23.57,0.010000
49000,10.40,41.06,39.56,70.31,27.73,0.010000
49500,9.20,39.26,36.80,75.97,28.40,0.010000
50000,10.20,38.58,42.08,72.76,26.72,0.010000
